"seq_id"	"name"	"sequence length"	"signal peptide"	"transmembrane domain"	"aa in tr domain"	"first 60 aa"	"prob N-in"	"mTMR"	"IDRs"	"CAMP_PHOSPHO_SITE"	"PKC_PHOSPHO_SITE"	"CK2_PHOSPHO_SITE"	"MYRISTYL"	"AMIDATION"	"ASN_GLYCOSYLATION"	"ASPARAGINE_RICH "	"LEUCINE_ZIPPER"	"MICROBODIES_CTER"	"RGD"	"TYR_PHOSPHO_SITE_1"	"TYR_PHOSPHO_SITE_2"	"CLUMP0"	"CLUMP3"	"CLUMP5"	"CLUMP6"	"CLUMP7"	"CLUMP8"	"bin1"	"bin2"	"bin3"	"bin4"
"USQ93561.1"	"to_be_predicted"	298	0	0	0.05652	0.01797	0.02364	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
"USQ93560.1"	"to_be_predicted"	192	0	0	0.06669	0.02961	0.52905	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1
"USQ93559.1"	"to_be_predicted"	487	0	0	4.75776	0.00093	0.1528	0	0	1	8	3	0	0	1	0	0	0	0	0	0	1	0	0	2	4	0	2	1	3	3
"USQ93558.1"	"to_be_predicted"	315	0	7	151.34305	37.71443	0.99501	1	0	1	6	1	0	0	2	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	4
"USQ93557.1"	"to_be_predicted"	412	0	1	19.4744	19.47423	0.98805	1	0	0	9	2	0	0	3	0	0	0	0	0	0	2	0	0	1	4	0	0	3	1	3
"USQ93556.1"	"to_be_predicted"	236	0	1	18.35799	15.72593	0.88304	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1
"USQ93555.1"	"to_be_predicted"	358	0	0	4.9869	0.00108	0.24864	0	0	0	10	5	0	0	0	0	0	1	0	0	0	0	0	0	2	5	2	2	2	4	2
"USQ93554.1"	"to_be_predicted"	490	0	0	0.08688	0.00187	0.00251	0	0	0	9	1	0	0	3	0	0	0	0	0	0	0	1	0	1	5	0	2	2	1	2
"USQ93553.1"	"to_be_predicted"	79	0	0	0.0184	0.0184	0.58735	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
"USQ93552.1"	"to_be_predicted"	36	0.649	1	20.07071	20.07071	0.8544	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USQ93551.1"	"to_be_predicted"	117	0	0	1.93448	1.93448	0.25753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USQ93550.1"	"to_be_predicted"	75	0	1	15.67427	15.67427	0.47259	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
"USQ93549.1"	"to_be_predicted"	50	0	0	0	0	0.61076	0	21	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
"USQ93548.1"	"to_be_predicted"	595	0.627	2	43.9441800000001	21.29782	0.21994	1	0	0	10	0	0	0	2	0	0	1	0	0	0	1	0	0	0	2	0	0	0	2	2
"USQ93547.1"	"to_be_predicted"	721	0.688	1	22.58508	22.55768	0.99998	1	0	0	9	5	0	0	6	0	0	0	0	0	0	2	1	1	2	5	1	2	3	3	4
"USQ93546.1"	"to_be_predicted"	325	0.601	1	20.93488	20.90289	0.95326	1	0	0	3	5	0	0	2	0	0	0	0	0	0	2	0	1	2	0	1	0	4	2	1
"USQ93545.1"	"to_be_predicted"	92	0	2	40.01667	20.45217	0.9486	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USQ93544.1"	"to_be_predicted"	125	0.797	1	19.1218	19.12171	0.18328	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USQ93543.1"	"to_be_predicted"	323	0	7	155.45495	0.42332	0.97159	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0
"USQ93542.1"	"to_be_predicted"	137	0.74	1	22.37008	22.36985	0.9559	1	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	1	0	1	2	0	4	0	0
"USQ93541.1"	"to_be_predicted"	107	0	0	0.01102	0	0.13101	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1
"USQ93540.1"	"to_be_predicted"	212	0	1	19.66109	19.6608	0.26753	1	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
"USQ93539.1"	"to_be_predicted"	713	0	0	0.04646	0.01861	0.00194	0	0	0	11	5	0	0	2	0	0	0	0	0	0	2	0	0	3	4	2	3	1	4	3
"USQ93538.1"	"to_be_predicted"	191	0	0	0.12919	0.12011	0.03223	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0
"USQ93537.1"	"to_be_predicted"	939	0	10	216.24053	3.47397	0.99864	0	0	0	12	7	0	0	3	0	0	0	0	0	0	1	0	2	2	4	2	2	5	1	3
"USQ93536.1"	"to_be_predicted"	856	0	0	0.34385	0.03859	0.00693	0	0	0	8	4	0	0	3	0	0	0	0	0	0	3	1	1	0	3	0	1	2	3	4
"USQ93535.1"	"to_be_predicted"	196	0	0	0.04507	0.00748	0.0526	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1
"USQ93534.1"	"to_be_predicted"	247	0.581	1	19.9884	19.97183	0.71457	1	0	0	4	0	0	0	2	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1
"USQ93533.1"	"to_be_predicted"	457	0	0	0.00943	0.00055	0.00163	0	0	0	6	3	0	0	1	0	0	0	0	0	0	1	1	1	0	2	0	0	2	2	3
"USQ93532.1"	"to_be_predicted"	244	0	5	114.96856	23.23282	0.00617	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
"USQ93531.1"	"to_be_predicted"	329	0.657	1	23.23792	22.79807	0.99668	1	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	2	1	2	1
"USQ93530.1"	"to_be_predicted"	233	0	0	0.04695	0.02918	0.10933	0	0	2	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0
"USQ93529.1"	"to_be_predicted"	142	0	0	0.36822	0.01557	0.22409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USQ93528.1"	"to_be_predicted"	418	0	0	1.89066	1.80801	0.07744	0	0	1	5	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	2	1	2
"USQ93527.1"	"to_be_predicted"	117	0	0	0.00042	0	0.29664	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0
"USQ93526.1"	"to_be_predicted"	249	0	0	0.75438	0.01329	0.01803	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	1	1	0	1
"USQ93525.1"	"to_be_predicted"	84	0	0	0.00015	0.00015	0.62313	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1
"USQ93524.1"	"to_be_predicted"	257	0	7	149.63414	21.13484	0.97825	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
"USQ93523.1"	"to_be_predicted"	451	0	0	0.03122	0.00247	0.00802	0	0	1	6	0	0	0	2	0	0	0	1	0	0	0	0	0	1	5	0	1	4	0	1
"USQ93522.1"	"to_be_predicted"	234	0.8	1	20.46398	20.4636	0.93246	1	28	0	8	3	0	0	1	0	0	1	0	0	0	0	0	0	2	3	1	1	2	0	4
"USQ93521.1"	"to_be_predicted"	54	0	0	0.0067	0.0067	0.24128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USQ93520.1"	"to_be_predicted"	95	0	1	14.46379	0	0.62284	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USQ93519.1"	"to_be_predicted"	114	0	0	0.00023	0	0.27506	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
"USQ93518.1"	"to_be_predicted"	382	0.625	1	22.48661	22.48105	0.98116	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
"USQ93517.1"	"to_be_predicted"	528	0.584	1	24.66266	22.01379	0.86774	1	0	0	9	0	0	0	2	0	0	1	0	0	0	1	0	0	0	2	0	0	0	1	2
"USQ93516.1"	"to_be_predicted"	320	0	0	6.49737999999997	6.03287	0.34479	0	0	0	6	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0
"USQ93515.1"	"to_be_predicted"	250	0	0	0.10095	0	0.19702	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
"USQ93514.1"	"to_be_predicted"	733	0	0	0.83424	0.0104	0.03709	0	0	1	12	4	0	0	4	0	0	0	0	0	0	3	1	1	0	3	2	6	2	1	1
"USQ93513.1"	"to_be_predicted"	233	0	0	0.266	0.0234	0.17658	0	0	1	2	3	0	0	1	0	0	1	0	0	0	2	0	1	1	1	0	1	2	0	2
"USQ93512.1"	"to_be_predicted"	178	0	0	0.052	0.00843	0.20009	0	0	0	4	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1
"USQ93511.1"	"to_be_predicted"	1010	0	0	0.00719	0	0	0	0	1	8	0	0	0	4	0	0	2	0	0	0	1	0	2	0	2	0	2	7	2	1
"USQ93510.1"	"to_be_predicted"	185	0	0	5.4886	2.40428	0.36599	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
"USQ93509.1"	"to_be_predicted"	332	0	0	0.44474	0.01272	0.34882	0	0	0	5	1	0	0	1	0	0	0	0	0	0	0	1	0	1	2	0	0	0	3	1
"USQ93508.1"	"to_be_predicted"	75	0	0	0.01046	0.00972	0.26406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USQ93507.1"	"to_be_predicted"	60	0.657	1	22.93459	22.93459	0.99557	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
"USQ93506.1"	"to_be_predicted"	139	0	0	0	0	0.36669	0	0	1	7	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	3	1	0
"USQ93505.1"	"to_be_predicted"	466	0	0	0.14699	0.00038	0.00939	0	0	1	7	3	0	0	4	0	0	2	0	0	0	1	0	0	2	4	0	1	3	4	0
"USQ93504.1"	"to_be_predicted"	119	0	2	40.70036	18.98851	0.99352	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USQ93503.1"	"to_be_predicted"	81	0	0	0.0435	0.03635	0.46342	0	0	0	2	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1
"USQ93502.1"	"to_be_predicted"	309	0.688	1	19.64398	19.6438	0.04668	1	0	0	5	3	0	0	1	0	0	1	0	0	0	1	1	0	1	2	0	2	1	1	1
"USQ93501.1"	"to_be_predicted"	387	0	0	0.00646	0.00023	0.00444	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0
"USQ93500.1"	"to_be_predicted"	689	0	0	0.07245	0.00156	0.00083	0	0	0	8	2	0	0	1	0	0	0	0	0	0	0	0	0	1	4	0	1	0	1	3
"USQ93499.1"	"to_be_predicted"	156	0	0	0.00037	2E-05	0.8079	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	1	0	1
"USQ93498.1"	"to_be_predicted"	139	0	0	0.00091	0	0.30459	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	1
"USQ93497.1"	"to_be_predicted"	1358	0	0	0.04812	0.00026	0.00081	0	0	1	19	6	0	0	5	0	0	3	0	0	0	1	0	2	4	5	0	1	4	7	3
"USQ93496.1"	"to_be_predicted"	1243	0	0	0.06031	0.00068	0.00253	0	0	0	22	5	0	0	3	0	0	0	0	0	0	0	1	0	0	8	1	6	2	2	1
"USQ93495.1"	"to_be_predicted"	127	0	0	0	0	0.17519	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
"USQ93494.1"	"to_be_predicted"	162	0	0	0.87945	0.00022	0.227	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USQ93493.1"	"to_be_predicted"	141	0	0	0.00829	0.00708	0.54885	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
"USQ93492.1"	"to_be_predicted"	202	0	0	4.85941999999999	0.01441	0.62545	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0
"USQ93491.1"	"to_be_predicted"	131	0	3	62.94096	23.99927	0.97371	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1
"USQ93490.1"	"to_be_predicted"	46	0	0	0.00316	0.00316	0.51123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USQ93489.1"	"to_be_predicted"	238	0	0	7.8866	0	0.48472	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USQ93488.1"	"to_be_predicted"	768	0	9	196.85777	11.26351	0.9955	1	0	0	5	5	0	0	2	0	0	0	0	0	0	1	0	0	2	1	1	2	2	2	0
"USQ93487.1"	"to_be_predicted"	438	0	0	0.894979999999999	0.81799	0.05845	0	0	0	3	3	0	0	1	0	0	0	0	0	0	1	0	0	2	2	0	3	1	0	1
"USQ93486.1"	"to_be_predicted"	444	0	0	3.74068	0.47463	0.0522	0	0	1	7	2	0	1	0	0	0	0	0	0	0	0	1	0	0	3	1	1	1	1	2
"USQ93485.1"	"to_be_predicted"	130	0	0	3.88703	0.00767	0.32918	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
"USQ93484.1"	"to_be_predicted"	98	0	0	0.00038	0.00038	0.10205	0	38	0	1	4	0	0	1	0	0	0	0	0	0	0	0	1	1	2	2	0	0	4	2
"USQ93483.1"	"to_be_predicted"	59	0	0	0.00095	0.00095	0.22727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"USQ93482.1"	"to_be_predicted"	200	0	0	0.04172	0.00208	0.30076	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
"USQ93481.1"	"to_be_predicted"	212	0	0	0.18114	0.17778	0.12096	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0
"USQ93480.1"	"to_be_predicted"	357	0	0	13.73597	0	0.69066	0	0	0	2	1	0	0	2	0	0	0	0	0	0	1	0	0	1	2	0	0	0	3	1
"USQ93479.1"	"to_be_predicted"	539	0	0	0.00201	0.00143	0.00113	0	0	0	9	4	0	0	2	0	0	0	1	0	0	2	0	1	3	3	0	1	4	1	3
"USQ93478.1"	"to_be_predicted"	330	0	0	0.827789999999999	0.00015	0.03143	0	0	0	3	3	0	1	1	0	0	1	0	0	0	0	1	0	3	3	0	1	3	1	2
"USQ93477.1"	"to_be_predicted"	189	0	0	1.30627	0.22498	0.34301	0	0	0	5	1	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	1	1	1	0
"USQ93476.1"	"to_be_predicted"	169	0	0	0.00394	0.00296	0.25081	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0
